,Body,acode1,acode2,acode3,acode4,acode5,acode6,acode7,acode8,acode9,acode10,pcode1,pcode2,pcode3,pcode4,pcode5,pcode6,pcode7,pcode8,pcode9,pcode10
570,scope of work staff are generally burned out and have too many tasks that all seem to be high priority,4,,,,,,,,,,,,,,,,,,,
571,i think we need to improve on focusing on how many initiatives we target we decide what work to do and where it ranks in priority but at times over commit people s time to what can actually get done and or we refuse to scale back the amount of work to be done,4,,,,,,,,,,,,,,,,,,,
572,when we get down to the nitty gritty everyday decisions on strategy there s less of a single threaded decision maker we fall into group consensus which can be confusing and slow,13,,,,,,,,,,13,,,,,,,,,
573,sometimes legal decisions have large impacts on the execution for example we were told there were legal reasons to restrict contractor engagement but we are still experiencing the ramifications of that decision in technology constantly having to onboard new team members creates churn and delay in delivery,6,53,,,,,,,,,6,,,,,,,,,
574,the sheer number of new projects and commitments as this can often overload operators and staff,53,,,,,,,,,,53,,,,,,,,,
575,cfa has a consensus culture to some degree so it s hard not to have everyone in the room for every decision and parse out decisions to just the minimum number of people,7,,,,,,,,,,7,,,,,,,,,
576,this is not a type of decision so much however i believe that we need to continue improving on our consensus culture which makes decisions impacting many teams take a very long time i am very appreciative that cfa s leadership pushes decisions down rather than having them all happen at the top but oftentimes without a single higher level decision maker decisions can take a very long time to work through,7,,,,,,,,,,7,,,,,,,,,
577,general speed at which decisions are reached can be longer than desired i e contract negotiations with vendors where other work is dependent on contracts being signed and that work is delayed due to contractual disputes that take longer to work through and sign,13,,,,,,,,,,13,,,,,,,,,
578,cfa mandating an opening of stores on january has caused undue stress to operators their team members and support center resources during the holiday period in many cases stores are not ready to open and do not have the staff to support an in store opening at the support center dtt is having to re prioritize and scramble to support this opening from a technical perspective considering this is the holiday season i would think cfa would want to ease the stress of working during this time period,4,53,,,,,,,,,53,,,,,,,,,
579,deciding and acting on what is best for the customer vs the operator this can be seen frequently when discussing initiatives in the digital experience that directly benefit the customer but not necessarily the operator,53,,,,,,,,,,53,,,,,,,,,
580,saying no while i said that chick fil a generally does a good job of prioritizing work the other thing that happens is that there are attempts to move work forward even after resources for the work were not approved especially required headcount we can definitely think about creative solutions including engaging partners but even in partner engagements there is a fair amount of staff time required at some point we just don t have enough people to do everything an example of this is the marketplace relevance innovation funds with this being in addition to all of the planned and approved work it s uncertain how much additional bandwidth existing staff members have to pursue additional innovation initiatives using the funds,2,4,,,,,,,,,2,,,,,,,,,
581,the overwhelming number one to me here is focus the best thing about when covid hit was it became very clear what areas projects experiences were the most important to focus on everyone was marching towards a clear shared purpose and work was able to move quickly because we were very honed in on the areas of work that were differentiating to survive and thrive once plans were made and approved it felt like we were back to the old ways of having hundreds of projects and focus areas with everyone who owned those projects thinking they were the most important thing in the business work progression has become much slower because we are asked to focus on so many different priorities and we end up making only progress on and or endless different initiatives instead of progress on a handful of critical initiatives that would really move the needle i really don t think the answer in this case is more money or resources to increase capacity it s about using the resources and money we do have to focus on the stuff that really matters not tons of little side projects with significantly less impact overall,4,12,54,,,,,,,,13,54,,,,,,,,
